algorithm,N,k,comparisons,time,entry_time
merge_sort,366104,476,5550437,4.177840709686279,1654836724.659533
merge_sort,203393,1215474250,2621291,1.9936480522155762,1654836726.7561488
merge_sort,189834,51506780,2415903,1.8399732112884521,1654836728.653899
merge_sort,122038,423758716,1458169,1.131676197052002,1654836729.838956
merge_sort,149156,265294,1865567,1.4289748668670654,1654836731.3055491
merge_sort,162715,760949,2067861,1.5944018363952637,1654836732.9460866
merge_sort,447459,1941,6701873,5.043479919433594,1654836738.0355875
merge_sort,583052,1081180,7975491,6.078159332275391,1654836744.2518423
merge_sort,501696,3919,7437711,5.6795759201049805,1654836750.1006644
merge_sort,298308,186718,3764888,2.9486467838287354,1654836753.1907694
merge_sort,257630,103979841,3359067,2.6068224906921387,1654836755.8831053
merge_sort,474578,45815,6585000,5.01297926902771,1654836760.9776564
merge_sort,650848,15973,9651715,7.299994230270386,1654836768.413504
merge_sort,800000,4406236,11671579,8.985233306884766,1654836777.606754
merge_sort,257630,1941,3651335,2.8068153858184814,1654836780.6376295
merge_sort,732203,15973,10855537,8.214202165603638,1654836788.9285536
merge_sort,800000,376939,11536593,8.743890762329102,1654836797.8926682
merge_sort,189834,535566,2417993,1.864272117614746,1654836799.9828756
merge_sort,433900,4406236,5798972,4.438230514526367,1654836804.4833941
merge_sort,691526,4406236,9775588,7.354613780975342,1654836811.9770472
merge_sort,447459,103979841,6119963,4.539740085601807,1654836816.7148576
merge_sort,40682,5568,446154,0.36040782928466797,1654836817.195866
merge_sort,244071,423758716,3117112,2.3394887447357178,1654836819.548158
merge_sort,745763,298247128,10367163,7.704477548599243,1654836827.3375573
merge_sort,759322,335,12402759,8.911716222763062,1654836836.4749084
merge_sort,637289,2758,9745350,7.069245338439941,1654836843.7621608
merge_sort,54241,82,706426,0.5280466079711914,1654836844.4594152
merge_sort,54241,131414,629950,0.48749780654907227,1654836844.965254
merge_sort,745763,235,12233555,8.913686513900757,1654836853.902632
merge_sort,433900,11242,6342000,4.623779058456421,1654836858.7389321
